"공장코드","제품코드","제품명","지시번호","설비코드","설비명","작업실코드","작업실명","공정코드","공정명","공정시작시간","공정종료시간","작업자","작업방법","설비가동시작시간","설비가동종료시간","설비최소가동시간","설비최대가동시간","충전투입일"
"4","BETBMG","TB가글(마일드,수출)","W26050128W10","DS40002","4공장 용해조 2호","4-R004","4공장 배합실","C02","용해",2026-05-11 09:30:00,2026-05-11 11:48:00,"LCCUser","premixing 30분 용해",2026-05-11 09:33:00,2026-05-11 10:04:00,30,35,2026-05-11 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050128W10","DS40002","4공장 용해조 2호","4-R004","4공장 배합실","C02","용해",2026-05-11 09:30:00,2026-05-11 11:48:00,"LCCUser","premixing 30분 용해",2026-05-11 09:33:00,2026-05-11 10:04:00,30,35,2026-05-12 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050128W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-11 09:30:00,2026-05-11 11:48:00,"LCCUser","60분 교반",2026-05-11 10:20:00,2026-05-11 11:20:00,60,65,2026-05-12 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050128W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-11 09:30:00,2026-05-11 11:48:00,"LCCUser","15분 교반",2026-05-11 10:04:00,2026-05-11 10:20:00,15,20,2026-05-12 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050128W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-11 09:30:00,2026-05-11 11:48:00,"LCCUser","30분 교반",2026-05-11 09:34:00,2026-05-11 10:03:00,30,35,2026-05-12 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050128W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-11 09:30:00,2026-05-11 11:48:00,"LCCUser","60분 교반",2026-05-11 10:20:00,2026-05-11 11:20:00,60,65,2026-05-11 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050128W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-11 09:30:00,2026-05-11 11:48:00,"LCCUser","15분 교반",2026-05-11 10:04:00,2026-05-11 10:20:00,15,20,2026-05-11 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050128W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-11 09:30:00,2026-05-11 11:48:00,"LCCUser","30분 교반",2026-05-11 09:34:00,2026-05-11 10:03:00,30,35,2026-05-11 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050129W10","DS40002","4공장 용해조 2호","4-R004","4공장 배합실","C02","용해",2026-05-11 12:01:00,2026-05-11 12:32:00,"LCCUser","premixing 30분 용해",2026-05-11 12:01:00,2026-05-11 12:31:00,30,35,2026-05-12 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050129W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-11 12:00:00,2026-05-11 13:47:00,"LCCUser","30분 교반",2026-05-11 12:01:00,2026-05-11 12:31:00,30,35,2026-05-12 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050129W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-11 12:00:00,2026-05-11 13:47:00,"LCCUser","15분 교반",2026-05-11 12:31:00,2026-05-11 12:47:00,15,20,2026-05-12 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050129W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-11 12:00:00,2026-05-11 13:47:00,"LCCUser","60분 교반",2026-05-11 12:47:00,2026-05-11 13:47:00,60,65,2026-05-12 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050130W10","DS40002","4공장 용해조 2호","4-R004","4공장 배합실","C02","용해",2026-05-11 14:06:00,2026-05-11 14:38:00,"LCCUser","premixing 30분 용해",2026-05-11 14:08:00,2026-05-11 14:38:00,30,35,2026-05-12 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050130W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-11 14:07:00,2026-05-11 15:53:00,"LCCUser","30분 교반",2026-05-11 14:08:00,2026-05-11 14:38:00,30,35,2026-05-12 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050130W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-11 14:07:00,2026-05-11 15:53:00,"LCCUser","15분 교반",2026-05-11 14:38:00,2026-05-11 14:52:00,15,20,2026-05-12 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050130W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-11 14:07:00,2026-05-11 15:53:00,"LCCUser","60분 교반",2026-05-11 14:53:00,2026-05-11 15:53:00,60,65,2026-05-12 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050131W10","DS40002","4공장 용해조 2호","4-R004","4공장 배합실","C02","용해",2026-05-11 16:15:00,2026-05-11 16:50:00,"LCCUser","premixing 30분 용해",2026-05-11 16:15:00,2026-05-11 16:50:00,30,35,2026-05-12 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050131W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-11 16:15:00,2026-05-11 18:04:00,"LCCUser","15분 교반",2026-05-11 16:46:00,2026-05-11 17:01:00,15,20,2026-05-12 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050131W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-11 16:15:00,2026-05-11 18:04:00,"LCCUser","30분 교반",2026-05-11 16:15:00,2026-05-11 16:45:00,30,35,2026-05-12 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050131W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-11 16:15:00,2026-05-11 18:04:00,"LCCUser","60분 교반",2026-05-11 17:02:00,2026-05-11 18:04:00,60,65,2026-05-12 00:00:00
"1","BUP13049","P 스파리무버(수상)","W26050139W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-12 16:07:00,2026-05-12 16:52:00,"LCCUser","20분 교반",2026-05-12 16:30:00,2026-05-12 16:52:00,20,20,2026-05-14 00:00:00
"1","BUP13049","P 스파리무버(수상)","W26050139W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-12 16:07:00,2026-05-12 16:52:00,"LCCUser","5분 교반",2026-05-12 16:12:00,2026-05-12 16:17:45,5,5,2026-05-14 00:00:00
"1","BUP13049","P 스파리무버(수상)","W26050139W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-12 16:07:00,2026-05-12 16:52:00,"LCCUser","10분 교반",2026-05-12 16:18:00,2026-05-12 16:28:44,10,10,2026-05-14 00:00:00
"1","BUP13050","P 스파리무버(유상)","W26050141W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-12 14:30:00,2026-05-12 15:17:00,"LCCUser","20분 교반",2026-05-12 14:57:00,2026-05-12 15:17:00,20,20,2026-05-14 00:00:00
"1","BUP13050","P 스파리무버(유상)","W26050141W10","BM10002","B/M 2호","1-R004","유화 배합실","C03","M/M",2026-05-12 14:30:00,2026-05-12 15:17:00,"LCCUser","20분 교반",2026-05-12 14:30:00,2026-05-12 14:57:00,20,20,2026-05-14 00:00:00
"1","BOXBLB","OX바디로션(바질)","W26050144W10","OL11005","유상 용해조 5호","1-R004","유화 배합실","C02","용해",2026-05-12 08:52:00,2026-05-12 10:29:00,"LCCUser","40분간 교반 용해",2026-05-12 09:49:00,2026-05-12 10:29:00,40,40,2026-05-13 00:00:00
"1","BOXBLB","OX바디로션(바질)","W26050144W10","GX12003","검믹서 5호","1-R004","유화 배합실","C02","용해",2026-05-12 08:52:00,2026-05-12 10:29:00,"LCCUser","30분간 교반 용해",2026-05-12 09:49:00,2026-05-12 10:28:00,30,30,2026-05-13 00:00:00
"1","BOXBLB","OX바디로션(바질)","W26050144W10","AQ10005","수상 용해조 5호","1-R004","유화 배합실","C02","용해",2026-05-12 08:52:00,2026-05-12 10:29:00,"LCCUser","40분간 교반 용해",2026-05-12 08:52:00,2026-05-12 10:08:00,40,40,2026-05-13 00:00:00
"1","BOXBLB","OX바디로션(바질)","W26050144W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-12 10:29:00,2026-05-12 11:36:00,"LCCUser","12분 교반",2026-05-12 10:34:00,2026-05-12 10:46:26,12,12,2026-05-13 00:00:00
"1","BOXBLB","OX바디로션(바질)","W26050144W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-12 10:29:00,2026-05-12 11:36:00,"LCCUser","3분 교반",2026-05-12 11:21:17,2026-05-12 11:24:17,3,3,2026-05-13 00:00:00
"1","BOXBLB","OX바디로션(바질)","W26050144W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-12 10:29:00,2026-05-12 11:36:00,"LCCUser","3분 교반",2026-05-12 10:50:00,2026-05-12 10:53:06,3,3,2026-05-13 00:00:00
"1","BOXBLB","OX바디로션(바질)","W26050144W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-12 10:29:00,2026-05-12 11:36:00,"LCCUser","5분 교반",2026-05-12 10:54:00,2026-05-12 10:59:15,5,5,2026-05-13 00:00:00
"1","BOXBLB","OX바디로션(바질)","W26050146W10","OL11005","유상 용해조 5호","1-R004","유화 배합실","C02","용해",2026-05-12 12:29:00,2026-05-12 13:23:00,"LCCUser","40분간 교반 용해",2026-05-12 12:29:00,2026-05-12 13:22:00,40,40,2026-05-13 00:00:00
"1","BOXBLB","OX바디로션(바질)","W26050146W10","AQ10005","수상 용해조 5호","1-R004","유화 배합실","C02","용해",2026-05-12 12:29:00,2026-05-12 13:23:00,"LCCUser","40분간 교반 용해",2026-05-12 12:29:00,2026-05-12 13:22:00,40,40,2026-05-13 00:00:00
"1","BOXBLB","OX바디로션(바질)","W26050146W10","GX12003","검믹서 5호","1-R004","유화 배합실","C02","용해",2026-05-12 12:29:00,2026-05-12 13:23:00,"LCCUser","30분간 교반 용해",2026-05-12 12:29:00,2026-05-12 13:23:00,30,30,2026-05-13 00:00:00
"1","BOXBLB","OX바디로션(바질)","W26050146W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-12 13:23:00,2026-05-12 14:32:00,"LCCUser","3분 교반",2026-05-12 14:19:41,2026-05-12 14:22:41,3,3,2026-05-13 00:00:00
"1","BOXBLB","OX바디로션(바질)","W26050146W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-12 13:23:00,2026-05-12 14:32:00,"LCCUser","12분 교반",2026-05-12 13:30:44,2026-05-12 13:42:45,12,12,2026-05-13 00:00:00
"1","BOXBLB","OX바디로션(바질)","W26050146W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-12 13:23:00,2026-05-12 14:32:00,"LCCUser","5분 교반",2026-05-12 13:53:44,2026-05-12 13:58:45,5,5,2026-05-13 00:00:00
"1","BOXBLB","OX바디로션(바질)","W26050146W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-12 13:23:00,2026-05-12 14:32:00,"LCCUser","3분 교반",2026-05-12 13:50:01,2026-05-12 13:53:01,3,3,2026-05-13 00:00:00
"1","BOXBLB","OX바디로션(바질)","W26050147W10","GX12003","검믹서 5호","1-R004","유화 배합실","C02","용해",2026-05-12 14:32:00,2026-05-12 15:12:00,"LCCUser","30분간 교반 용해",2026-05-12 14:32:00,2026-05-12 15:05:00,30,30,2026-05-13 00:00:00
"1","BOXBLB","OX바디로션(바질)","W26050147W10","OL11005","유상 용해조 5호","1-R004","유화 배합실","C02","용해",2026-05-12 14:32:00,2026-05-12 15:12:00,"LCCUser","40분간 교반 용해",2026-05-12 14:32:00,2026-05-12 15:12:00,40,40,2026-05-13 00:00:00
"1","BOXBLB","OX바디로션(바질)","W26050147W10","AQ10005","수상 용해조 5호","1-R004","유화 배합실","C02","용해",2026-05-12 14:32:00,2026-05-12 15:12:00,"LCCUser","40분간 교반 용해",2026-05-12 14:32:00,2026-05-12 15:12:00,40,40,2026-05-13 00:00:00
"1","BOXBLB","OX바디로션(바질)","W26050147W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-12 15:12:00,2026-05-12 16:15:00,"LCCUser","5분 교반",2026-05-12 15:36:56,2026-05-12 15:41:56,5,5,2026-05-13 00:00:00
"1","BOXBLB","OX바디로션(바질)","W26050147W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-12 15:12:00,2026-05-12 16:15:00,"LCCUser","3분 교반",2026-05-12 16:05:36,2026-05-12 16:08:37,3,3,2026-05-13 00:00:00
"1","BOXBLB","OX바디로션(바질)","W26050147W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-12 15:12:00,2026-05-12 16:15:00,"LCCUser","3분 교반",2026-05-12 15:32:23,2026-05-12 15:35:22,3,3,2026-05-13 00:00:00
"1","BOXBLB","OX바디로션(바질)","W26050147W10","HM15004","H/M 4호","1-R004","유화 배합실","C03","M/M",2026-05-12 15:12:00,2026-05-12 16:15:00,"LCCUser","12분 교반",2026-05-12 15:15:00,2026-05-12 15:27:47,12,12,2026-05-13 00:00:00
"1","BMFP16","OX몽글비누(석류)","W26050148W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-12 10:08:00,2026-05-12 12:06:00,"LCCUser","20분 교반",2026-05-12 10:52:00,2026-05-12 11:29:10,20,20,2026-05-13 00:00:00
"1","BMFP16","OX몽글비누(석류)","W26050148W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-12 10:08:00,2026-05-12 12:06:00,"LCCUser","5분 교반",2026-05-12 11:29:19,2026-05-12 11:37:57,5,5,2026-05-13 00:00:00
"1","BMFP16","OX몽글비누(석류)","W26050148W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-12 10:08:00,2026-05-12 12:06:00,"LCCUser","20분 교반",2026-05-12 11:38:01,2026-05-12 11:58:00,20,20,2026-05-13 00:00:00
"1","BMFP16","OX몽글비누(석류)","W26050148W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-12 10:08:00,2026-05-12 12:06:00,"LCCUser","5분 교반",2026-05-12 11:58:23,2026-05-12 12:06:01,5,5,2026-05-13 00:00:00
"1","BMFP16","OX몽글비누(석류)","W26050149W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-12 15:38:00,2026-05-12 17:22:00,"LCCUser","5분 교반",2026-05-12 17:15:00,2026-05-12 17:21:54,5,5,2026-05-13 00:00:00
"1","BMFP16","OX몽글비누(석류)","W26050149W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-12 15:38:00,2026-05-12 17:22:00,"LCCUser","20분 교반",2026-05-12 16:10:00,2026-05-12 16:50:00,20,20,2026-05-13 00:00:00
"1","BMFP16","OX몽글비누(석류)","W26050149W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-12 15:38:00,2026-05-12 17:22:00,"LCCUser","5분 교반",2026-05-12 16:50:00,2026-05-12 16:55:00,5,5,2026-05-13 00:00:00
"1","BMFP16","OX몽글비누(석류)","W26050149W10","MX10001","워시믹서 1호","1-R004","유화 배합실","C03","M/M",2026-05-12 15:38:00,2026-05-12 17:22:00,"LCCUser","20분 교반",2026-05-12 16:55:00,2026-05-12 17:15:00,20,20,2026-05-13 00:00:00
"4","BOXHSB","OX손소독제(바나나)","W26050150W10","SM20007","액상1호","4-R004","4공장 배합실","C02","용해",2026-05-12 09:17:00,2026-05-12 10:30:00,"LCCUser","10분 용해",2026-05-12 09:17:00,2026-05-12 09:27:00,10,15,2026-05-14 00:00:00
"4","BOXHSB","OX손소독제(바나나)","W26050150W10","SM20007","액상1호","4-R004","4공장 배합실","C02","용해",2026-05-12 09:17:00,2026-05-12 10:30:00,"LCCUser","30분 용해",2026-05-12 09:58:00,2026-05-12 10:30:00,30,35,2026-05-14 00:00:00
"4","BOXHSB","OX손소독제(바나나)","W26050150W10","SM20007","액상1호","4-R004","4공장 배합실","C02","용해",2026-05-12 09:17:00,2026-05-12 10:30:00,"LCCUser","30분 용해",2026-05-12 09:27:00,2026-05-12 09:58:00,30,35,2026-05-14 00:00:00
"4","BOXHSB","OX손소독제(바나나)","W26050150W10","SM20007","액상1호","4-R004","4공장 배합실","C03","M/M",2026-05-12 09:58:00,2026-05-12 11:34:00,"LCCUser","10분 교반",2026-05-12 10:41:00,2026-05-12 10:51:00,10,15,2026-05-14 00:00:00
"4","BOXHSB","OX손소독제(바나나)","W26050150W10","SM20007","액상1호","4-R004","4공장 배합실","C03","M/M",2026-05-12 09:58:00,2026-05-12 11:34:00,"LCCUser","10분 교반",2026-05-12 10:31:00,2026-05-12 10:41:00,10,15,2026-05-14 00:00:00
"4","BOXHSB","OX손소독제(바나나)","W26050150W10","SM20007","액상1호","4-R004","4공장 배합실","C03","M/M",2026-05-12 09:58:00,2026-05-12 11:34:00,"LCCUser","20분 교반",2026-05-12 10:51:00,2026-05-12 11:11:00,20,25,2026-05-14 00:00:00
"4","BOXHSB","OX손소독제(바나나)","W26050150W10","SM20007","액상1호","4-R004","4공장 배합실","C03","M/M",2026-05-12 09:58:00,2026-05-12 11:34:00,"LCCUser","20분 진공 탈포",2026-05-12 11:11:00,2026-05-12 11:34:00,20,25,2026-05-14 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050151W10","DS40002","4공장 용해조 2호","4-R004","4공장 배합실","C02","용해",2026-05-12 08:50:00,2026-05-12 09:22:00,"LCCUser","premixing 30분 용해",2026-05-12 08:52:00,2026-05-12 09:22:00,30,35,2026-05-13 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050151W10","DS40002","4공장 용해조 2호","4-R004","4공장 배합실","C02","용해",2026-05-12 08:50:00,2026-05-12 09:22:00,"LCCUser","premixing 30분 용해",2026-05-12 08:52:00,2026-05-12 09:22:00,30,35,2026-05-12 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050151W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-12 08:50:00,2026-05-12 10:38:00,"LCCUser","15분 교반",2026-05-12 09:22:00,2026-05-12 09:38:00,15,20,2026-05-13 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050151W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-12 08:50:00,2026-05-12 10:38:00,"LCCUser","15분 교반",2026-05-12 09:22:00,2026-05-12 09:38:00,15,20,2026-05-12 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050151W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-12 08:50:00,2026-05-12 10:38:00,"LCCUser","60분 교반",2026-05-12 09:38:00,2026-05-12 10:38:00,60,65,2026-05-12 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050151W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-12 08:50:00,2026-05-12 10:38:00,"LCCUser","60분 교반",2026-05-12 09:38:00,2026-05-12 10:38:00,60,65,2026-05-13 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050151W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-12 08:50:00,2026-05-12 10:38:00,"LCCUser","30분 교반",2026-05-12 08:52:00,2026-05-12 09:22:00,30,35,2026-05-12 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050151W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-12 08:50:00,2026-05-12 10:38:00,"LCCUser","30분 교반",2026-05-12 08:52:00,2026-05-12 09:22:00,30,35,2026-05-13 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050152W10","DS40002","4공장 용해조 2호","4-R004","4공장 배합실","C02","용해",2026-05-12 11:22:00,2026-05-12 11:53:00,"LCCUser","premixing 30분 용해",2026-05-12 11:22:00,2026-05-12 11:53:00,30,35,2026-05-13 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050152W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-12 11:22:00,2026-05-12 13:21:00,"LCCUser","15분 교반",2026-05-12 11:53:00,2026-05-12 12:10:00,15,20,2026-05-13 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050152W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-12 11:22:00,2026-05-12 13:21:00,"LCCUser","30분 교반",2026-05-12 11:22:00,2026-05-12 11:53:00,30,35,2026-05-13 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050152W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-12 11:22:00,2026-05-12 13:21:00,"LCCUser","60분 교반",2026-05-12 12:12:00,2026-05-12 13:21:00,60,65,2026-05-13 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050153W10","DS40002","4공장 용해조 2호","4-R004","4공장 배합실","C02","용해",2026-05-12 14:05:00,2026-05-12 14:35:00,"LCCUser","premixing 30분 용해",2026-05-12 14:05:00,2026-05-12 14:35:00,30,35,2026-05-13 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050153W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-12 14:05:00,2026-05-12 15:51:00,"LCCUser","15분 교반",2026-05-12 14:35:00,2026-05-12 14:51:00,15,20,2026-05-13 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050153W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-12 14:05:00,2026-05-12 15:51:00,"LCCUser","60분 교반",2026-05-12 14:51:00,2026-05-12 15:51:00,60,65,2026-05-13 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050153W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-12 14:05:00,2026-05-12 15:51:00,"LCCUser","30분 교반",2026-05-12 14:05:00,2026-05-12 14:35:00,30,35,2026-05-13 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050154W10","DS40002","4공장 용해조 2호","4-R004","4공장 배합실","C02","용해",2026-05-12 16:05:00,2026-05-12 17:52:00,"LCCUser","premixing 30분 용해",2026-05-12 16:05:00,2026-05-12 17:52:00,30,35,2026-05-13 00:00:00
"4","BETBMG","TB가글(마일드,수출)","W26050154W10","SM20008","액상2호","4-R004","4공장 배합실","C03","M/M",2026-05-12 16:05:00,2026-05-12 17:52:00,"LCCUser","15분 교반",2026-05-12 16:36:00,2026-05-12 16:51:00,15,20,2026-05-13 00:00:00
